Movie_name,Movie_release_date,Ratings,Wikipedia_movie_ID,Actor_ethnicity,Movie_countries,Nomination
The Beast and the Beauty,2005,6.5,7406112.0,Koreans,{'South Korea'},False
"The Beast from 20,000 Fathoms",1953,6.6,894309.0,Dutch Americans,{'United States of America'},False
The Beast of Yucca Flats,1961,1.9,2028297.0,Swedish Americans,{'United States of America'},False
The Beast of the City,1932,6.7,8948959.0,Danish Americans,{'United States of America'},False
The Beast with Five Fingers,1946,6.5,1828157.0,Jewish people,{'United States of America'},False
The Beastmaster,1982,6.2,490979.0,Irish Americans,"{'United States of America', 'Germany'}",False
The Beat,2003,6.3,24146063.0,African Americans,{'United States of America'},False
The Beat Generation,1959,5.5,630393.0,Swedish Americans,{'United States of America'},False
The Beat That My Heart Skipped,2005,7.2,4985426.0,French,{'France'},False
The Beautician and the Beast,1997,5.5,1006812.0,Ashkenazi Jews,{'United States of America'},False
The Beautiful Blonde from Bashful Bend,1949,6.0,18033447.0,Cuban Americans,{'United States of America'},False
The Beautiful Country,2004,7.4,2912851.0,English people,"{'United States of America', 'Norway'}",False
The Beaver,2011,6.6,25619875.0,Australian Americans,"{'United States of America', 'United Arab Emirates'}",False
The Bedford Incident,1965,7.3,905533.0,Jewish people,"{'United States of America', 'United Kingdom'}",False
The Bedroom Window,1987,6.4,3761238.0,American Jews,{'United States of America'},False
The Beekeeper,1986,7.2,22225527.0,Italians,"{'Greece', 'Italy', 'France'}",False
The Beguiled,1971,7.2,1186395.0,English Americans,{'United States of America'},False
The Believer,2001,7.1,1602002.0,Greek Americans,{'United States of America'},False
The Believers,1987,6.1,4294005.0,Spanish Americans,{'United States of America'},False
The Bell Jar,1979,5.2,28872325.0,Jewish people,{'United States of America'},False
The Bellboy,1960,6.5,4910570.0,Russian Americans,{'United States of America'},False
The Belle of New York,1952,6.1,2814516.0,German Americans,{'United States of America'},False
The Bells of St. Mary's,1945,7.2,79729.0,Irish Americans,{'United States of America'},True
The Belly of an Architect,1987,6.9,365212.0,Irish Americans,"{'Netherlands', 'United Kingdom', 'Italy'}",False
The Beloved Rogue,1927,7.0,22837750.0,Jewish people,{'United States of America'},False
The Benchwarmers,2006,5.5,2717905.0,American Jews,{'United States of America'},False
The Bengali Night,1988,5.8,9662019.0,Indian,"{'United Kingdom', 'Switzerland', 'France'}",False
The Benny Goodman Story,1956,6.8,20185209.0,African Americans,{'United States of America'},False
The Berlin Affair,1985,5.4,18968064.0,English people,"{'West Germany', 'Italy'}",False
The Best Exotic Marigold Hotel,2011,7.2,32894499.0,English people,"{'United States of America', 'United Kingdom'}",False
The Best House in London,1969,4.4,19203563.0,English people,{'United Kingdom'},False
The Best Intentions,1992,7.7,4430264.0,Swedes,"{'Germany', 'France', 'United Kingdom', 'Norway', 'Italy', 'Iceland', 'Denmark', 'Finland', 'Sweden'}",False
The Best Little Whorehouse in Texas,1982,6.1,14429341.0,Italian Americans,{'United States of America'},True
The Best Man,1964,7.6,1365735.0,Dutch Americans,{'United States of America'},True
The Best Man,1999,6.7,2880425.0,African Americans,{'United States of America'},True
The Best Thief in the World,2004,5.1,4815950.0,Swedish Americans,{'United States of America'},False
The Best and the Brightest,2010,4.8,34300236.0,Greek Americans,{'United States of America'},False
The Betrayed,2008,5.8,28688056.0,Israeli Americans,{'United States of America'},False
The Beverly Hillbillies,1993,5.1,1853921.0,Swedish Americans,{'United States of America'},False
The Beyond,1981,6.6,1864142.0,English people,{'Italy'},False
The Big Bad Swim,2006,6.3,9367905.0,Israeli Americans,{'United States of America'},False
The Big Bang,2010,5.4,30578992.0,Germans,{'United States of America'},False
The Big Bird Cage,1972,5.9,17777395.0,African Americans,"{'United States of America', 'Philippines'}",False
The Big Blue,1988,7.2,64657.0,American Jews,"{'United States of America', 'Italy', 'France'}",False
The Big Blue,1988,7.5,64657.0,American Jews,"{'United States of America', 'Italy', 'France'}",False
The Big Bonanza,1944,6.0,23700068.0,Irish people,{'United States of America'},False
The Big Boss,1971,6.9,1047712.0,Hongkongers,{'Hong Kong'},False
The Big Bounce,1969,5.3,24438195.0,Jewish people,{'United States of America'},False
The Big Bounce,2004,4.9,1188824.0,Irish Americans,{'United States of America'},False
The Big Brass Ring,1999,5.3,1693913.0,English people,{'United States of America'},False
The Big Broadcast,1932,6.6,3824677.0,Irish Americans,{'United States of America'},False
The Big Broadcast of 1937,1936,6.0,3824703.0,Jewish people,{'United States of America'},False
The Big Broadcast of 1938,1938,6.1,1870332.0,Jewish people,{'United States of America'},True
The Big Bus,1976,5.6,1209812.0,Italian Americans,{'United States of America'},False
The Big Cage,1933,5.8,19918289.0,Scottish Americans,{'United States of America'},False
The Big Chance,1933,4.8,28483508.0,Irish Americans,{'United States of America'},False
The Big Chill,1983,7.1,545795.0,German Americans,{'United States of America'},True
The Big Circus,1959,6.2,18794137.0,Jewish people,{'United States of America'},False
The Big Combo,1955,7.3,1564174.0,Jewish people,{'United States of America'},False
The Big Country,1958,7.9,30515.0,Scottish Americans,{'United States of America'},True
The Big Doll House,1971,5.8,14727566.0,African Americans,"{'United States of America', 'Philippines'}",False
The Big Easy,1986,6.5,2700693.0,Cajun,{'United States of America'},False
The Big Empty,2003,6.0,15463100.0,Italians,{'United States of America'},False
The Big Fix,1978,6.4,3021038.0,Jewish people,{'United States of America'},False
The Big Green,1995,5.5,4800257.0,American Jews,{'United States of America'},False
The Big Hangover,1950,5.9,33346429.0,Dutch Americans,{'United States of America'},False
The Big Heat,1953,7.9,1564113.0,Scottish Americans,{'United States of America'},False
The Big Hit,1998,6.1,839705.0,White Americans,{'United States of America'},False
The Big Job,1965,6.4,18205118.0,White British,{'United Kingdom'},False
The Big Knife,1955,6.8,3946045.0,Jewish people,{'United States of America'},False
The Big Lebowski,1998,8.1,29782.0,White Americans,"{'United States of America', 'United Kingdom'}",False
The Big Mouth,1967,5.5,6804649.0,Russian Americans,{'United States of America'},False
The Big Night,1951,6.3,5628949.0,Irish Americans,{'United States of America'},False
The Big Noise,1944,6.3,3208494.0,Italian Americans,{'United States of America'},False
The Big Operator,1959,6.4,26293153.0,Swedish Americans,{'United States of America'},False
The Big Picture,1989,6.2,2387940.0,Syrian Americans,{'United States of America'},False
The Big Red One,1980,7.1,172666.0,Swedish Americans,{'United States of America'},False
The Big Shakedown,1934,6.2,14470369.0,Jewish people,{'United States of America'},False
The Big Shot,1942,6.7,31587080.0,Dutch Americans,{'United States of America'},False
The Big Show,1936,5.7,23691314.0,White Americans,{'United States of America'},False
The Big Sky,1952,6.9,16657224.0,Russian Americans,{'United States of America'},True
The Big Sleep,1946,7.9,1645598.0,Dutch Americans,{'United States of America'},False
The Big Sleep,1978,5.8,1645634.0,English people,{'United Kingdom'},False
The Big Steal,1949,6.9,1992837.0,Mexicans,{'United States of America'},False
The Big Steal,1990,6.8,8687544.0,Australians,{'Australia'},False
The Big Store,1941,6.5,1276915.0,Jewish people,{'United States of America'},False
The Big Street,1942,6.4,25547948.0,Dutch Americans,{'United States of America'},False
The Big Town,1987,5.9,12433713.0,Scottish Americans,{'United States of America'},False
The Big Trees,1952,5.7,4926447.0,Russian Americans,{'United States of America'},False
The Big Wheel,1949,5.6,4885225.0,Scottish Americans,{'United States of America'},False
The Big White,2005,6.3,4176100.0,Italians,"{'United States of America', 'New Zealand', 'Canada', 'Germany'}",False
The Big Year,2011,6.2,31073723.0,Irish Americans,{'United States of America'},False
The Bigamist,1953,6.8,13755834.0,British Americans,{'United States of America'},False
The Bigamist,1956,6.9,22066590.0,Italians,"{'Italy', 'France'}",False
The Biggest Bundle of Them All,1968,5.2,10251384.0,Bolivian American,{'United States of America'},False
The Bingo Long Traveling All-Stars & Motor Kings,1976,6.8,2502447.0,African Americans,{'United States of America'},False
The Bird People in China,1998,7.4,3086041.0,Japanese people,{'Japan'},False
The Birdcage,1996,7.2,239589.0,American Jews,{'United States of America'},True
The Birds,1963,7.6,304428.0,Swedish Americans,{'United States of America'},True
The Birds and the Bees,1956,5.3,5843155.0,Jewish people,{'United States of America'},False
The Birth of a Nation,1915,6.1,3333.0,Scottish Americans,{'United States of America'},False
The Birthday Party,1968,6.4,10113483.0,English people,"{'United States of America', 'United Kingdom'}",False
The Biscuit Eater,1972,5.7,6718040.0,African Americans,{'United States of America'},False
The Bitch,1979,3.8,4073694.0,British Jews,{'United Kingdom'},False
The Black Box,2005,5.7,16223480.0,French,{'France'},False
The Black Camel,1931,6.6,27262083.0,Hungarian Americans,{'United States of America'},False
The Black Candle,2008,6.9,17604789.0,African Americans,{'United States of America'},False
The Black Cat,1934,6.9,2084027.0,Hungarian Americans,{'United States of America'},False
The Black Cat,1941,6.1,2705410.0,Hungarian Americans,{'United States of America'},False
The Black Cauldron,1985,6.3,805496.0,English people,{'United States of America'},False
The Black Corsair,1976,6.2,33837735.0,Punjabis,{'Italy'},False
The Black Dahlia,2006,5.6,2706589.0,Swedes,"{'United States of America', 'Germany'}",True
The Black Gestapo,1975,4.7,11062501.0,African Americans,{'United States of America'},False
The Black Godfather,1974,4.4,4384761.0,African Americans,{'United States of America'},False
The Black Hole,1979,5.9,341538.0,Swiss,{'United States of America'},True
The Black Orchid,1958,6.4,18015352.0,Mexican Americans,{'United States of America'},False
The Black Pimpernel,2007,6.2,4532406.0,Swedes,"{'Sweden', 'Mexico'}",False
The Black Rose,1950,6.2,3189853.0,French Americans,"{'United States of America', 'United Kingdom'}",True
The Black Shield of Falworth,1954,6.4,6684682.0,Hungarian Americans,{'United States of America'},False
The Black Sleep,1956,6.0,2122364.0,Swedish Americans,{'United States of America'},False
The Black Stallion,1979,7.4,165330.0,Scottish Americans,{'United States of America'},True
The Black Stallion Returns,1983,5.9,9922304.0,Jewish people,{'United States of America'},False
The Black Swan,1942,6.7,6274712.0,Mexican Americans,{'United States of America'},True
The Black Torment,1964,5.9,28785017.0,English people,{'United Kingdom'},False
The Black Widow,1947,6.5,8279606.0,Jewish people,{'United States of America'},False
The Black Windmill,1974,6.3,3116779.0,Jewish people,{'United Kingdom'},False
The Blackout,1997,5.4,22640487.0,Jewish people,"{'United States of America', 'France'}",False
The Bleeding,2009,3.0,19687569.0,Italian immigration to Mexico,{'United States of America'},False
The Blind Sunflowers,2008,6.4,20962696.0,Spaniards,{'Spain'},False
The Bliss of Mrs. Blossom,1968,5.6,15164556.0,Jewish people,{'United Kingdom'},False
The Blob,1958,6.3,10932698.0,Scottish Americans,{'United States of America'},False
The Blob,1988,6.7,2521806.0,African Americans,{'United States of America'},False
The Blonde Connection,1969,4.7,19105355.0,Swedes,"{'West Germany', 'Italy'}",False
The Blood Oranges,1997,4.6,4343428.0,English people,{'United States of America'},False
The Blood of Fu Manchu,1968,4.3,23127876.0,British Chinese,"{'United States of America', 'United Kingdom', 'West Germany', 'Spain'}",False
The Blood of Heroes,1989,6.3,1111223.0,Dutch,"{'New Zealand', 'Australia'}",False
The Blood of Jesus,1941,5.3,68125.0,African Americans,{'United States of America'},False
The Bloody Brood,1959,5.1,26402297.0,Czech Americans,"{'United States of America', 'Canada'}",False
The Blue Angel,1930,7.7,1588930.0,German Americans,"{'Weimar Republic', 'Germany'}",False
The Blue Beads from Greece,1967,6.3,19659317.0,names of the Greeks,{'Greece'},False
The Blue Bird,1940,6.2,4598013.0,English people,{'United States of America'},True
The Blue Bird,1976,5.4,4598057.0,Germans,"{'United States of America', 'Soviet Union'}",True
The Blue Dahlia,1946,7.1,208814.0,Irish Americans,{'United States of America'},True
The Blue Gardenia,1953,6.8,1837593.0,Scottish Americans,{'United States of America'},False
The Blue Hour,2007,6.7,11544460.0,Italian Americans,{'United States of America'},False
The Blue Iguana,1988,5.2,12638859.0,Irish Americans,{'United States of America'},False
The Blue Lagoon,1949,6.4,1964205.0,British Americans,{'United Kingdom'},True
The Blue Lagoon,1980,5.8,1134919.0,German Americans,{'United States of America'},True
The Blue Light,1932,6.8,23419800.0,Jewish people,"{'Weimar Republic', 'Germany'}",False
The Blue Max,1966,7.1,1198597.0,Irish people,"{'United States of America', 'United Kingdom'}",False
The Blue Parrot,1953,5.4,19161695.0,Jewish people,{'United Kingdom'},False
The Blue Veil,1951,7.1,187095.0,Russians,{'United States of America'},True
The Blues Brothers,1980,7.9,4558294.0,Albanian American,{'United States of America'},False
The Boat That Rocked,2009,7.3,16596475.0,Welsh people,"{'United States of America', 'United Kingdom', 'Germany', 'France'}",False
The Boatniks,1970,5.5,3170435.0,Jewish people,{'United States of America'},False
The Bobo,1967,5.5,3169515.0,Jewish people,{'United Kingdom'},False
The Body,2001,5.3,4205176.0,English people,"{'United States of America', 'Israel', 'Germany'}",False
The Body Stealers,1969,4.3,25058491.0,White British,{'United Kingdom'},False
The Bodyguard,1992,6.4,412476.0,African Americans,{'United States of America'},True
The Bofors Gun,1968,6.7,28807675.0,Jewish people,{'England'},False
The Bohemian Girl,1936,6.6,5626726.0,Scottish Americans,{'United States of America'},False
The Bohemian Life,1992,7.6,19594027.0,Jewish people,"{'Germany', 'France', 'Italy', 'Finland', 'Sweden'}",False
The Bone Collector,1999,6.7,2023704.0,Stateside Puerto Ricans,{'United States of America'},False
The Bone Snatcher,2003,4.4,26137128.0,English people,"{'South Africa', 'Canada', 'England'}",False
The Boneyard,1991,5.6,8326319.0,White Americans,{'United States of America'},False
The Bonfire of the Vanities,1990,5.6,5206156.0,Portuguese Americans,{'United States of America'},False
The Bong Connection,2006,6.7,12127393.0,Indian,{'India'},False
The Boogie Man Will Get You,1942,5.8,15553721.0,Jewish people,{'United States of America'},False
The Book of Eli,2010,6.8,20450767.0,African Americans,{'United States of America'},False
The Book of Life,1998,6.5,373905.0,Irish Americans,"{'United States of America', 'France'}",False
The Book of Revelation,2006,5.3,9549959.0,Italian Australian,{'Australia'},False
The Book of the Dead,2005,6.7,7010485.0,Japanese people,{'Japan'},False
The Boondock Saints,1999,7.6,517376.0,Irish Americans,"{'United States of America', 'Canada'}",False
The Border,1982,6.4,2294895.0,Polish Americans,{'United States of America'},False
The Borrowers,1997,5.9,12149364.0,White Americans,"{'United States of America', 'United Kingdom'}",False
The Boss,1973,6.9,19094684.0,Dalmatian Italians,{'Italy'},False
The Boston Strangler,1968,7.0,12788657.0,Dutch Americans,{'United States of America'},False
The Bostonians,1984,6.2,5986077.0,White British,"{'United States of America', 'United Kingdom'}",True
The Bothersome Man,2006,7.2,18541737.0,Norwegians,"{'Iceland', 'Norway'}",False
The Bottom of the Bottle,1956,6.5,17672486.0,Dutch Americans,{'United States of America'},False
The Bounty,1984,7.0,147829.0,Irish migration to Great Britain,"{'United States of America', 'United Kingdom'}",False
The Bounty Hunter,2010,5.5,23535297.0,Jewish people,{'United States of America'},False
The Bounty Hunter,2010,6.3,23535297.0,Jewish people,{'United States of America'},False
The Bourne Identity,2002,7.8,963986.0,Irish migration to Great Britain,"{'United States of America', 'Germany', 'Czech Republic'}",False
The Bourne Legacy,2012,6.6,29270563.0,Ashkenazi Jews,{'United States of America'},False
The Bourne Supremacy,2004,7.7,870946.0,Germans,"{'United States of America', 'Germany'}",False
The Bourne Ultimatum,2007,8.0,1854000.0,English people,"{'United States of America', 'Germany'}",True
The Bow,2005,7.1,2815064.0,Koreans,"{'South Korea', 'Japan'}",False
The Bowery,1933,6.8,3643855.0,Scottish Americans,{'United States of America'},False
The Box,2003,4.9,24665356.0,Italian Americans,{'United States of America'},True
The Box,2009,5.6,2509831.0,Spanish Americans,{'United States of America'},True
The Box,2007,4.6,24665535.0,African Americans,{'United States of America'},True
The Box,2003,7.0,24665356.0,Italian Americans,{'United States of America'},True
The Box,2007,6.1,24665535.0,African Americans,{'United States of America'},True
The Boxer,1997,7.0,3136520.0,Jewish people,"{'United States of America', 'Ireland', 'United Kingdom'}",True
The Boy Friend,1971,6.8,22501057.0,White British,"{'United States of America', 'United Kingdom'}",True
The Boy Who Could Fly,1986,6.5,2180950.0,Jewish people,{'United States of America'},False
The Boy Who Cried Bitch,1991,6.3,11111226.0,Irish Americans,{'United States of America'},False
The Boy Who Had Everything,1985,5.8,28258355.0,Irish migration to Great Britain,{'Australia'},False
The Boy from Oklahoma,1954,6.0,19891977.0,Irish Americans,{'United States of America'},False
The Boy in Blue,1986,5.3,3454830.0,German Americans,{'Canada'},False
The Boy with Green Hair,1948,6.7,7595972.0,Irish Americans,{'United States of America'},False
The Boys,1962,7.2,18198534.0,English people,{'United States of America'},False
The Boys,1962,7.2,18198534.0,English people,{'United States of America'},False
The Boys & Girls Guide to Getting Down,2006,6.5,13093390.0,Iranian Canadians,{'United States of America'},False
The Boys Are Back,2009,6.8,22325279.0,English people,"{'New Zealand', 'Australia'}",False
The Boys Next Door,1985,6.4,6790169.0,Spanish Americans,{'United States of America'},False
The Boys from Brazil,1978,7.0,143834.0,American Jews,"{'United States of America', 'United Kingdom'}",True
The Boys in the Band,1970,7.6,455013.0,Swedish Americans,{'United States of America'},False
The Brady Bunch Movie,1995,6.2,2158983.0,Mexican Americans,{'United States of America'},False
The Brain,1962,5.2,27701081.0,White British,"{'United Kingdom', 'West Germany'}",False
The Brain Eaters,1958,4.4,9703081.0,Jewish people,{'United States of America'},False
The Brain That Wouldn't Die,1962,4.5,1771762.0,Jewish people,{'United States of America'},False
The Bravados,1958,7.0,10644740.0,British Jews,{'United States of America'},False
The Brave,1997,6.1,1734816.0,German Americans,{'United States of America'},False
The Brave One,2007,6.7,12000999.0,Dutch Americans,"{'United States of America', 'Australia'}",True
The Brazen Bull,2010,3.7,33378170.0,Jewish people,{'United States of America'},False
The Breach,1970,7.2,32844727.0,French,"{'Italy', 'Belgium', 'France'}",False
The Break,1995,5.4,27376008.0,Spanish Americans,{'United States of America'},False
The Break-Up,2006,5.8,2385928.0,White Americans,{'United States of America'},False
The Breakfast Club,1985,7.8,29943.0,Spanish Americans,{'United States of America'},False
The Breaking Point,1950,7.5,3990322.0,African Americans,{'United States of America'},False
The Breaks,1999,6.1,10651946.0,African Americans,{'United States of America'},False
The Breed,2001,4.7,5649185.0,African Americans,{'United States of America'},False
The Breed,2006,5.1,6355228.0,Dominican Americans,"{'United States of America', 'South Africa', 'Germany'}",False
The Bridal Path,1959,6.8,26546300.0,Irish people,{'Scotland'},False
The Bride,1985,5.4,4334606.0,Jewish people,"{'United States of America', 'United Kingdom'}",False
The Bride Came C.O.D.,1941,6.9,8947775.0,Irish Americans,{'United States of America'},False
The Bride Comes Home,1935,6.1,10394806.0,Irish people,{'United States of America'},False
The Bride Walks Out,1936,5.7,34414683.0,African Americans,{'United States of America'},False
The Bride Wore Boots,1946,5.9,8227081.0,Russians,{'United States of America'},False
The Bride Wore Red,1937,6.3,11614763.0,Irish people,{'United States of America'},False
The Bride with White Hair,1993,6.8,6426786.0,Taiwanese,{'Hong Kong'},False
The Brides of Fu Manchu,1966,5.4,6992127.0,English people,{'United Kingdom'},False
The Bridge at Remagen,1969,6.7,965432.0,Italian Americans,{'United States of America'},False
The Bridge of San Luis Rey,1944,5.5,5444283.0,Jewish people,{'United States of America'},True
The Bridge of San Luis Rey,1944,5.5,5444283.0,Jewish people,{'United States of America'},True
The Bridge to Nowhere,2009,5.3,19411945.0,Irish Americans,{'United States of America'},False
The Bridges at Toko-Ri,1954,6.7,624505.0,Scottish Americans,{'United States of America'},True
The Bridges of Madison County,1995,7.6,5533243.0,English Americans,{'United States of America'},True
The Brigand,1952,6.0,29869234.0,Mexican Americans,{'United States of America'},False
The Brink's Job,1978,6.5,3193176.0,Jewish people,{'United States of America'},True
The Broken Hearts Club: A Romantic Comedy,2000,6.9,1205454.0,Jewish people,{'United States of America'},False
The Broken Land,1962,5.1,19400604.0,Italian Americans,{'United States of America'},False
The Broken Tower,2011,4.8,32135566.0,American Jews,{'United States of America'},False
The Brood,1979,6.8,451023.0,English people,{'Canada'},False
The Bros.,2007,2.8,12572118.0,African Americans,{'United States of America'},False
The Brother from Another Planet,1984,6.7,1673588.0,Native Hawaiians,{'United States of America'},False
The Brotherhood,1968,6.0,14471796.0,Russian Americans,{'United States of America'},False
The Brotherhood of Satan,1971,5.5,14328976.0,African Americans,{'United States of America'},False
The Brothers,2001,6.3,1417388.0,African Americans,{'United States of America'},False
The Brothers Bloom,2008,6.7,10328139.0,Jewish people,{'United States of America'},False
The Brothers Grimm,2005,5.9,1393739.0,Irish Australian,"{'United States of America', 'United Kingdom', 'Czech Republic'}",False
The Brothers Karamazov,1958,6.7,1365505.0,Jewish people,{'United States of America'},True
The Brothers Karamazov,1958,6.7,1365505.0,Jewish people,{'United States of America'},True
The Brothers Lionheart,1977,7.1,13386229.0,Swedes,{'Sweden'},False
The Brothers McMullen,1995,6.6,1934127.0,Irish Americans,{'United States of America'},False
The Brothers Solomon,2007,5.3,7128657.0,Irish Americans,{'United States of America'},False
The Brown Bunny,2003,4.9,265242.0,White Americans,"{'United States of America', 'Japan', 'France'}",False
The Browning Version,1951,8.0,8018380.0,English people,{'United Kingdom'},False
The Browning Version,1994,7.2,9718353.0,English people,{'United Kingdom'},False
The Bruce,1996,4.6,29050594.0,English people,{'United Kingdom'},False
The Brylcreem Boys,1998,6.2,2302460.0,Irish people,"{'United Kingdom', 'Isle of Man'}",False
The Buccaneer,1938,6.6,9500996.0,Mexican Americans,{'United States of America'},True
The Buccaneer,1938,6.6,9500996.0,Mexican Americans,{'United States of America'},True
The Buccaneer,1958,6.4,2187671.0,Jewish people,{'United States of America'},True
The Buccaneer,1958,6.4,2187671.0,Jewish people,{'United States of America'},True
The Bucket List,2007,7.4,7404698.0,African Americans,{'United States of America'},False
The Buddy Holly Story,1978,7.2,164359.0,African Americans,{'United States of America'},True
The Buddy System,1984,5.8,18949985.0,Jewish people,{'United States of America'},False
The Bulldog Breed,1960,6.1,13469795.0,English people,{'United Kingdom'},False
The Bullfighters,1945,6.2,5689695.0,Scottish Americans,{'United States of America'},False
The Bumblebee Flies Anyway,1999,6.1,7140979.0,Welsh people,{'United States of America'},False
The Bunker,2001,5.4,10045430.0,English people,{'United Kingdom'},False
The Burglars,1971,6.6,6589725.0,Jewish people,{'France'},False
The Burial Society,2002,6.1,20617600.0,Jewish people,"{'United States of America', 'Canada'}",False
The Burning Hills,1956,5.8,23141724.0,Russians,{'United States of America'},False
The Burning Plain,2008,6.7,13998597.0,German Americans,"{'United States of America', 'Argentina'}",False
The Burning Times,1990,7.3,1816128.0,American Jews,{'Canada'},False
The Burning Train,1980,7.0,5420499.0,Indian,{'India'},False
The Burrowers,2008,5.7,12759686.0,African Americans,{'United States of America'},False
The Bushbaby,1969,6.3,23419513.0,African Americans,{'United States of America'},False
The Business,2005,6.6,3004194.0,English people,{'United Kingdom'},False
The Business of Fancydancing,2002,6.6,8021448.0,Nez Perce,{'United States of America'},False
The Busy Body,1967,5.4,5262931.0,Jewish people,{'United States of America'},False
The Butcher,2009,5.3,26800485.0,African Americans,{'United States of America'},False
The Butcher's Wife,1991,5.4,2091940.0,White Americans,{'United States of America'},False
The Buttercup Chain,1970,5.3,22355639.0,Swedes,{'United Kingdom'},False
The Butterfly Effect,2004,7.6,454208.0,White Americans,"{'United States of America', 'Canada'}",False
The Cabin in the Woods,2011,7.0,12925911.0,African Americans,{'United States of America'},False
The Cabinet of Caligari,1962,5.8,9458737.0,Irish people,"{'United States of America', 'United Kingdom'}",False
The Cabinet of Dr. Caligari,1920,8.0,173650.0,Jewish people,{'Germany'},False
The Cabinet of Dr. Caligari,2005,5.6,5188359.0,African Americans,{'United States of America'},False
The Cable Guy,1996,6.1,885776.0,Jewish people,{'United States of America'},False
The Caddy,1953,6.4,5081408.0,Russian Americans,{'United States of America'},True
The Caiman,2006,6.7,4916040.0,Italians,"{'Italy', 'France'}",False
The Caine Mutiny,1954,7.7,68047.0,Dutch Americans,{'United States of America'},True
The Cake Eaters,2007,6.3,21977717.0,African Americans,{'United States of America'},False
The Calcium Kid,2004,5.6,401782.0,Jewish people,{'United Kingdom'},False
The Californians,2005,4.8,14695924.0,English people,{'United States of America'},False
The Call of the Wild,1972,5.9,19268144.0,Scottish Americans,"{'France', 'Spain', 'United Kingdom', 'West Germany', 'Italy'}",False
The Caller,2008,5.4,25507665.0,Jewish people,{'United States of America'},False
The Caller,2011,6.0,25660133.0,Jewish people,"{'United Kingdom', 'Puerto Rico'}",False
The Calling,2002,4.6,4496097.0,English people,"{'United States of America', 'Germany'}",False
The Calling,2002,7.4,4496097.0,English people,"{'United States of America', 'Germany'}",False
The Campaign,2012,6.1,33594947.0,Greek Americans,{'United States of America'},False
The Candidate,1972,7.0,3232438.0,Russians,{'United States of America'},True
The Candidate,2008,6.2,26792725.0,Danes,{'Denmark'},True
The Cannonball Run,1981,6.2,555629.0,Italian Americans,"{'United States of America', 'Hong Kong'}",False
The Canterbury Tales,1972,6.3,2119021.0,Italians,"{'Italy', 'France'}",True
The Canterville Ghost,1944,6.9,6251539.0,Irish people,{'United States of America'},False
The Canyon,2009,5.8,20993667.0,Polish Australians,{'United States of America'},False
The Cape Town Affair,1967,4.3,26542029.0,Irish people,{'South Africa'},False
The Captain's Paradise,1953,6.8,2312853.0,Jewish people,{'United Kingdom'},True
The Captain's Table,1959,5.9,19163688.0,English people,{'United Kingdom'},False
The Cardinal,1963,6.7,1350234.0,Irish Americans,{'United States of America'},True
The Care Bears Adventure in Wonderland,1987,5.7,1589945.0,Ukrainian Canadians,{'Canada'},False
The Care Bears Movie,1985,5.6,864217.0,Scottish Americans,"{'United States of America', 'Canada'}",False
The Career of a Chambermaid,1976,6.6,34843481.0,Italians,{'Italy'},False
The Carpetbaggers,1964,6.5,20909648.0,Polish Americans,{'United States of America'},False
The Carson City Kid,1940,6.0,23690998.0,White Americans,{'United States of America'},False
The Case of the Black Cat,1936,6.3,23457800.0,Jewish people,{'United States of America'},False
The Cassandra Crossing,1976,6.3,2390369.0,Italians,"{'United Kingdom', 'Germany', 'West Germany', 'Italy'}",False
The Castilian,1963,4.8,28922568.0,Cuban Americans,"{'United States of America', 'Spain'}",False
The Castle,1968,6.8,19095614.0,Swiss,{'West Germany'},False
The Castle,1997,7.6,20181767.0,Croatian Australians,"{'New Zealand', 'Australia'}",False
The Castle of Fu Manchu,1969,2.9,4574509.0,British Chinese,"{'Germany', 'Spain', 'United Kingdom', 'West Germany', 'Italy'}",False
The Cat Returns,2002,7.1,697246.0,Anglo,{'Japan'},False
The Cat and the Canary,1939,7.1,8775505.0,Danish Americans,{'United States of America'},False
The Cat and the Fiddle,1934,6.3,13341623.0,Mexicans,{'United States of America'},False
The Cat from Outer Space,1978,6.0,1814089.0,Jewish people,{'United States of America'},False
The Cat in the Hat,2003,4.1,4803480.0,English Americans,{'United States of America'},False
The Cat o' Nine Tails,1971,6.6,3417500.0,Serbian Americans,"{'Italy', 'West Germany', 'France'}",False
The Catch,1983,6.9,25877987.0,Japanese people,{'Japan'},False
The Catered Affair,1956,7.4,7885996.0,White Americans,{'United States of America'},False
The Cave,2005,5.1,2450545.0,African Americans,"{'United States of America', 'Germany'}",True
The Caveman's Valentine,2001,5.8,5159792.0,African Americans,{'United States of America'},False
The Celebration,1998,8.0,1573381.0,Danes,"{'Sweden', 'Denmark'}",False
The Celestine Prophecy,2006,4.8,15643852.0,Portuguese Americans,{'United States of America'},False
The Cell,2000,6.4,666948.0,Stateside Puerto Ricans,"{'United States of America', 'Germany'}",True
The Cemetery Club,1993,5.7,24402395.0,Irish Americans,{'United States of America'},False
The Center of the World,2001,5.8,2530377.0,Danish Americans,{'United States of America'},False
The Centurion,1961,4.7,28828029.0,Irish Americans,"{'Italy', 'France'}",False
The Chain,1984,6.9,10987841.0,English people,{'United Kingdom'},False
The Chairman,1969,5.6,9176428.0,Scottish Americans,"{'United States of America', 'United Kingdom'}",False
The Challenge,1938,6.2,31025285.0,English people,{'United Kingdom'},False
